id,nome,categoria,indirizzo,telefono,sito,rating,recensioni,stato,lat,lng,tipo_google,score
ChIJ_XosNQwz5xIRwSvgVv1zBHE,Studio Salaris Dottore Commercialista e Revisore Contabile,Studio professionale,"Via Palabanda, 12, 09123 Cagliari CA",347 301 3425,https://www.studiosalaris.net/,4.9,94,OPERATIONAL,39.2198601,9.1095829,consultant,50
ChIJe4U-Xwk05xIRqbzspv_O6Ss,Martina Boutique,Abbigliamento,"Via Giuseppe Garibaldi, 30, 09125 Cagliari CA",351 835 9325,http://www.martinaboutiqueshop.com/,4.5,26,OPERATIONAL,39.2159468,9.1178324,womens_clothing_store,45
ChIJH5U30Rg15xIRCnLA00XdmC8,Big Thunder - Vintage & Coffee,Abbigliamento,"Via Giuseppe Mazzini, 36, 09125 Cagliari CA",349 697 3226,https://www.instagram.com/bigthundershop,5,41,OPERATIONAL,39.2161261,9.1156498,clothing_store,45
ChIJnyMm6Qs05xIRzq_2-987sFQ,ETICANDO moda etica e sostenibile,Abbigliamento,"Via Giuseppe Garibaldi, 236, 09127 Cagliari CA",070 465 6047,https://eticando.com/,4.8,35,OPERATIONAL,39.2182181,9.120282399999999,clothing_store,45
ChIJbb2tCgw05xIR_D5yp623Eq4,Paso Doble Calzature,Scarpe,"Via Giuseppe Garibaldi, 164, 09127 Cagliari CA",070 654939,https://pasodobleshop.it/,4.8,47,OPERATIONAL,39.2172249,9.1193277,shoe_store,45
ChIJ0WAL4XI05xIRq9Ns1ubtvcE,Nika Calzature,Scarpe,"Via Ottone Bacaredda, 180, 09127 Cagliari CA",070 488483,http://www.nikacalzature.com/,4.2,23,OPERATIONAL,39.2282994,9.1200592,shoe_store,45
ChIJbRyYshI05xIRb9pOSTIq3S4,Virdis Calzature dal 1960,Scarpe,"Via Tiziano, 24, 09128 Cagliari CA",070 490815,http://www.virdiscalzature.it/,4.2,47,OPERATIONAL,39.2223659,9.123482899999999,shoe_store,45
ChIJnSia4KE15xIRTjD9-TFcPuY,Vestopazzo Cagliari Piazza Martiri,Accessori moda,"Piazza Martiri D'Italia, 5, 09124 Cagliari CA",070 465 5599,https://stores.vestopazzo.it/it/italia/sardegna/cagliari/cagliari?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Cagliari_IU21,4.3,30,OPERATIONAL,39.2155443,9.1160521,store,45
ChIJnQd6XJI15xIRi4Rm2LeA_y4,Agenzia Immobiliare Tecnocasa Impresa Cagliari,Immobiliare,"Corso Vittorio Emanuele II, 133, 09124 Cagliari CA",070 656056,https://cagliari2.tecnocasaimpresa.it/,4.9,47,OPERATIONAL,39.2184728,9.1105903,real_estate_agency,45
ChIJQ25k5QU05xIR5UJuxuyFv4s,Estima srl - Consulente immobiliare,Immobiliare,"Viale Trieste, 40, 09124 Cagliari CA",070 463 7804,http://www.estima.re.it/,4.9,44,OPERATIONAL,39.2179125,9.107144,real_estate_agency,45
ChIJt-wxZtE05xIR2J14Q2_JWhc,Scotto Immobiliare,Immobiliare,"Via Eligio Porcu, 70 Via Logudoro, 5 Palazzo Doglio, 09045 Quartu Sant'Elena CA",349 669 3009,http://scottoimmobiliare.it/,4.9,23,OPERATIONAL,39.213931099999996,9.1209286,real_estate_agency,45
ChIJO6-4WgA15xIRuP1E49rGct0,Pizzeria Vincenzo Capuano Cagliari,Pizzeria,"Piazza del Carmine, 15, 09124 Cagliari CA",070 666727,https://www.capvin.com/,4.9,26,OPERATIONAL,39.21651430000001,9.1089563,pizza_restaurant,45
ChIJpdEvGQA15xIRolMGQtiQroQ,L' atypica Specialty Coffee Torrefazione,Bar,"Via Giuseppe Garibaldi, 65, 09125 Cagliari CA",370 167 7845,http://www.latypica.com/,5,45,OPERATIONAL,39.2162119,9.1186594,food_store,45
ChIJ5TJEeAw05xIRJnEh_J_5LQo,Top Estetica Cagliari,Estetica,"Via Alghero, 13A, 09127 Cagliari CA",070 684 8616,https://www.topesteticacagliari.com/,4.5,40,OPERATIONAL,39.2180284,9.1210171,beauty_salon,45
ChIJ59JwGws05xIRpP8oxiMplbg,Eccentrica Beauty- estetica avanzata,Estetica,"Via S. Lucifero, 89, 09127 Cagliari CA",070 858 8113,https://www.facebook.com/EccentricaBeauty/,4.7,24,OPERATIONAL,39.214507999999995,9.121520499999999,beauty_salon,45
ChIJU8piJog15xIRlhFnBGTPlKw,deb Studio Estetico,Estetica,"Via Pietro Delitala, 11, 09127 Cagliari CA",329 132 2864,https://debstudioestetico.it/,5,47,OPERATIONAL,39.2167339,9.1223419,beauty_salon,45
ChIJD_MR9JM15xIRrRBPZ-Qya6A,ANYTIME FITNESS - Cagliari,Palestra,"Via Calamattia, 11, 09134 Cagliari CA",070 849 0202,http://www.anytimefitness.it/,4.7,21,OPERATIONAL,39.238587599999995,9.1236091,gym,45
ChIJIaShL_M15xIRF9jbQTvTWCc,SOLO Lei Fitness Cagliari,Palestra,"Via della Pineta, 5, 09125 Cagliari CA",351 303 2741,https://www.solo-lei.it/,5,32,OPERATIONAL,39.2124537,9.12951,gym,45
ChIJQUZlgg815xIR0XAOuYCxLWk,PhiBody,Palestra,"Via Nuoro, 31, 09127 Cagliari CA",351 611 3614,http://www.phibody.it/,5,35,OPERATIONAL,39.2126042,9.1213835,health,45
